,icao24,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription
8117,4243ea,VQ-BFY,AIRBUS,Airbus,A350-941,A359,383,,L2J,Aeroflot,,,,,,2028-02-28,,,,,,,False,False,False,,Small (15500 to 75000 lbs)
8118,add2b5,N990AT,BOEING,Boeing,Boeing 717-23S,B712,55134,,L2J,Delta Air Lines,DELTA,DAL,DL,Delta Air Lines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
8119,c2b35f,15002,AIRBUS,Airbus,CC-150 304/MRTT,A310,482,,L2J,,,,,Royal Canadian Air Force,,,,,,,,,False,False,False,,Reserved
8120,424777,VP-CZW,BOEING,Boeing,Boeing 737NG 7JW/W BBJ,B737,38408,,L2J,,RussianConnecty,SJM,,Sino Jet Management,,,,,,,,,False,False,False,,
8121,4d221e,9H-QEB,BOEING,Boeing,737-8AS,B738,,,L2J,Ryanair,RYANAIR,RYR,FR,Ryanair,,,,,,,,,False,False,False,,
8122,800c15,VT-ITT,AIRBUS,Airbus,A320 271NSL,A20N,7504,,L2J,,IFLY,IGO,,Indigo Airlines,,,,,,,,,False,False,False,,
8123,a23eec,N244AS,,Boeing,737-4K5,,24125,,,,,,,Frontera Flight Holdings Inc,,,2030-03-31,,,,,,False,False,False,,
8124,ac1a2c,N8790Q,,Boeing,737-8,,67773,,,Southwest Airlines,SOUTHWEST,SWA,WN,Southwest Airlines Co,,,2029-12-31,,2022-01-01,,,CFM INTL LEAP-1B28 SER,False,False,False,,
8125,a7112a,N55439,STEARMAN,Boeing,Stearman A75 PT-13B Kaydet,ST75,75-874,,L1P,,,,,Private,,,,,,,,,False,False,False,,
8126,42415f,VP-CXJ,AIRBUS,Airbus,A320 214SL,A320,5716,,L2J,,NAS EXPRESS,KNE,,Flynas,,,,,,,,,False,False,False,,
8127,85186a,JA332J,BOEING,Boeing,737NG 846/W,B738,40347,,L2J,,J-BIRD,JAL,,Japan Airlines,,,,,,,,,False,False,False,,
8128,345314,EC-MOO,AIRBUS,Airbus,A321 231SL,A321,7471,,L2J,,VUELING,VLG,,Vueling Airlines,,,,,,,,,False,False,False,,
8129,780805,B-6789,AIRBUS,Airbus,A320 232,A320,4739,,L2J,,,GCR,,Tianjin Airlines,,,,,,,,,False,False,False,,
8130,4249b8,VQ-BIZ,BOEING,Boeing,737NG 86N/W,B738,28645,,L2J,,AIR YAKUTIA,SYL,,Yakutia Airlines,,,,,,,,,False,False,False,,
8131,a963f7,N704FR,AIRBUS,Airbus,A321-211,A321,6845,,L2J,,FRONTIER FLIGHT,FFT,,Bank Of Utah Trustee,,,2030-02-28,,2015-01-01,,,CFM INTL CFM56-5B3/3,False,False,False,,
8132,a79450,N588HA,BOEING,Boeing,767 3CBER/W,B763,33466,,L2J,,HAWAIIAN,HAL,,Hawaiian Airlines,,,,,,,,,False,False,False,,
8133,3c6dd1,D-AKNQ,AIRBUS,Airbus,A319 112,A319,1170,,L2J,,GERMAN WINGS,GWI,,Germanwings,,,,,,,,,False,False,False,,
8134,780ae5,B-2039,BOEING,Boeing,Boeing 777-39LER,B77W,38679,1114,L2J,Air China,AIR CHINA,CCA,CA,Air China,,,,,,,,GE GE90-115B,False,False,False,,No ADS-B Emitter Category Information
8135,aa944a,N781AN,BOEING,Boeing,777-223,B772,29586,,L2J,,AMERICAN,AAL,,American Airlines Inc,,,2029-05-31,,2000-01-01,,,ROLLS-ROYC RB-211 SERIES,False,False,False,,
8136,a84078,N63025,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-3089,,L1P,,,,,Private,,,,,,,,,False,False,False,,
8137,780560,B-2002,BOEING,Boeing,Boeing 777-39P(ER),B77W,43288,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
8138,a43100,N36962,BOEING,Boeing,787-9,B789,35880,,L2J,,UNITED,UAL,,United Airlines Inc,,,2028-11-30,,2015-01-01,,,GE GENX-1B74/75/,False,False,False,,
8139,78002d,B-2826,BOEING,Boeing,757 2Y0SF,B752,26155,,L2J,,,,,Sf Airlines,,,,,,,,,False,False,False,,
8140,a66bab,N5123N,STEARMAN,Boeing,B75N1,ST75,75-7438,,L1P,,,,,Oakley Linwood E,,,2028-03-31,,,,,CONT MOTOR W670 SERIES,False,False,False,,
8141,00b0f1,ZS-SNG,AIRBUS,Airbus,A340 642,A346,557,,L4J,,SPRINGBOK,SAA,,South African Airways,,,,,,,,,False,False,False,,
8142,a35ae4,N315RJ,BOEING,Boeing,737-8,B38M,44449,,L2J,American Airlines,AMERICAN,AAL,AA,American Airlines Inc,,,2028-05-31,,2018-01-01,,,CFM INTL LEAP-1B25,False,False,False,,
8143,7807a1,B-5277,BOEING,Boeing,737NG 75C/W,B737,38381,,L2J,,XIAMEN AIR,CXA,,Xiamen Airlines,,,,,,,,,False,False,False,,
8144,a61bed,N493HA,BOEING,Boeing,717-200,B712,55184,,L2J,,HAWAIIAN,HAL,,Wells Fargo Trust Co Na Trustee,,,2027-12-31,,2005-01-01,,,ROLLS-ROYC BR 700 SERIES,False,False,False,,
8145,a50a88,N424AN,AIRBUS,Airbus,A321-253NX,A21N,10141,,L2J,American Airlines,AMERICAN,AAL,AA,American Airlines Inc,,,2027-09-30,,2020-01-01,,,CFM INTL LEAP-1A33,False,False,False,,
8146,7335cd,EP-MNM,AIRBUS,Airbus,A300 B4-605R,A306,773,,L2J,,Iran Airtour Air,IRM,,Mahan Air,,,,,,,,,False,False,False,,
8147,aac5ec,N7933A,BOEING,Boeing,737-86N,B738,33677,,L2J,Sun Country Airlines,SUN COUNTRY,SCX,SY,Bank Of Utah Trustee,,,2029-11-30,,2004-01-01,,,CFM INTL CFM56-7B24,False,False,False,,
8148,780c91,B-1987,BOEING,Boeing,737NG 89L/W,B738,41096,,L2J,,SHANDONG,CDG,,Shandong Airlines,,,,,,,,,False,False,False,,
8149,71bf95,HL7795,AIRBUS,Airbus,A330 323E,A333,1211,,L2J,,ASIANA,AAR,,Asiana Airlines,,,,,,,,,False,False,False,,
8150,78056d,B-6568,AIRBUS,Airbus,A320 214,A320,3898,,L2J,,SHENZHEN AIR,CSZ,,Shenzhen Airlines,,,,,,,,,False,False,False,,
8151,846def,JA15KZ,BOEING,Boeing,747 8KZF,B748,36139,,L4J,Nippon Cargo Airlines,NIPPON CARGO,NCA,KZ,Nippon Cargo Airlines,,,,,,,,,False,False,False,,
8152,780769,B-6785,AIRBUS,Airbus,A320 214,A320,4854,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
8153,abd4e7,N8610A,BOEING,Boeing,737-8H4,B738,36635,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2029-03-31,,2013-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
8154,8a0680,PK-LQF,BOEING,Boeing,737MAX 8,B38M,42990,,L2J,,LION INTER,LNI,,Lion Air,,,,,,,,,False,False,False,,
8155,3c6642,D-AIRB,AIRBUS,Airbus,A321 131,A321,468,,L2J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,,False,False,False,,
8156,424583,VQ-BRP,BOEING,Boeing,Boeing 737NG 8LP/W,B738,41709,,L2J,,,GLP,,Globus,,,,,,,,,False,False,False,,
8157,47840b,LN-RRK,BOEING,Boeing,Boeing 737NG 883,B738,32278,,L2J,,SCANDINAVIAN,SAS,,Scandinavian Airlines System,,,,,,,,,False,False,False,,
8158,08ce96,9Q-CLK,BOEING,Boeing,707 138B,B701,17702,,L4J,,,,,Government Of Democratic Republic Of Congo,,,,,,,,,False,False,False,,
8159,780a4b,B-LAZ,AIRBUS,Airbus,A330 343E,A333,1387,,L2J,,CATHAY,CPA,,Cathay Pacific Airways,,,,,,,,,False,False,False,,
8160,4690e9,SX-DGI,AIRBUS,Airbus,Airbus A320 232,A320,3162,,L2J,,AEGEAN,AEE,,Aegean Airlines,,,,,,,,,False,False,False,,
8161,a1b535,N209UA,BOEING,Boeing,777-222,B772,30215,,L2J,,UNITED,UAL,,United Airlines Inc,,,2029-04-30,,1999-01-01,,,P&W PW4000 SER,False,False,False,,
8162,899019,B-18053,BOEING,Boeing,777 36NER,B77W,41845,,L2J,,DYNASTY,CAL,,China Airlines,,,,,,,,,False,False,False,,
8163,a88a36,N64983,STEARMAN,Boeing,Stearman B75N1 N2S-3 Kaydet,ST75,75-2594,,L1P,,,,,Private,,,,,,,,,False,False,False,,
8164,780c9e,B-2006,BOEING,Boeing,Boeing 777-39L(ER),B77W,44931,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
8165,a10bbc,N167AN,AIRBUS,Airbus,A321-231,A321,7013,,L2J,,AMERICAN,AAL,,American Airlines Inc,,,2029-08-31,,2016-01-01,,,IAE V2533-A5,False,False,False,,
8166,8a051f,PK-LAW,AIRBUS,Airbus,A320 214SL,A320,7002,,L2J,,,,,Batik Air,,,,,,,,,False,False,False,,
8167,780c47,B-5813,BOEING,Boeing,737NG 74P/W,B737,39210,,L2J,,HAINAN,CHH,,Hainan Airlines,,,,,,,,,False,False,False,,
8168,0a0018,7T-VJJ,BOEING,Boeing,737NG 8D6/W,B738,30202,,L2J,,AIR ALGERIE,DAH,,Air Algerie,,,,,,,,,False,False,False,,
8169,7804b2,B-6507,AIRBUS,Airbus,A330 343E,A333,942,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
8170,a6c985,N5363N,STEARMAN,Boeing,E75,ST75,75-5698,,L1P,,,,,Hayes Kevin G,,,2028-03-31,,,,,P&W R-985 SERIES,False,False,False,,
8171,a959ce,N701RT,STEARMAN,Boeing,A75N1(PT17),ST75,753618,,L1P,,,,,Thunderbird Aviation Llc,,,2030-04-30,,1943-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
8172,00c451,ZS-ZWA,BOEING,Boeing,737NG 8LD/W,B738,40851,,L2J,,COMMERCIAL,CAW,,Kulula.com,,,,,,,,,False,False,False,,
8173,4ba999,TC-JLY,AIRBUS,Airbus,A319 132,A319,4774,,L2J,,TURKAIR,THY,,Turkish Airlines,,,,,,,,,False,False,False,,
8174,a92833,N68984,STEARMAN,Boeing,E75,ST75,75-5042,,L1P,,,,,Williams Stanford D,,,2028-09-30,,1942-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
8175,a20930,N230HA,AIRBUS,Airbus,A321-271N,A21N,9547,,L2J,,,,,Wilmington Trust Co Trustee,,,2027-07-31,,2020-01-01,,,IAE PW1133G-JM,False,False,False,,
8176,780227,B-KPK,BOEING,Boeing,777 367ER,B77W,36158,,L2J,,CATHAY,CPA,,Cathay Pacific Airways,,,,,,,,,False,False,False,,
8177,710124,HZ-AR13,BOEING,Boeing,787 9,B789,40047,,L2J,,SAUDIA,SVA,,Saudi Arabian Airlines,,,,,,,,,False,False,False,,
8178,79a011,B-2356,AIRBUS,Airbus,A320 214,A320,665,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
8179,3949e3,F-GSPD,BOEING,Boeing,777 228ER,B772,29005,,L2J,,AIRFRANS,AFR,,Air France,,,,,,,,,False,False,False,,
8180,8a04bb,PK-LPH,BOEING,Boeing,737NG 9GPER/W,B739,39878,,L2J,,LION INTER,LNI,,Lion Air,,,,,,,,,False,False,False,,
8181,461f6e,OH-LXM,AIRBUS,Airbus,A320 214,A320,2154,,L2J,,FINNAIR,FIN,,Finnair,,,,,,,,,False,False,False,,
8182,c0809c,C-GWSH,BOEING,Boeing,737-76N (Boeing),B737,29886,,L2J,,WESTJET,WJA,,Westjet,,2002-12-16,,,,,,,False,False,False,,
8183,7800ac,B-5382,BOEING,Boeing,737NG 86N/W,B738,36540,,L2J,,XIAMEN AIR,CXA,,Xiamen Airlines,,,,,,,,,False,False,False,,
8184,a4f9d7,N42FV,STEARMAN,Boeing,A75N1(PT17),ST75,75-3122,,L1P,,,,,Vyfvinkel Frederick J,,,2027-08-31,,1942-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
8185,780fb5,B-8493,AIRBUS,Airbus,A320 232SL,A320,7234,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,
8186,4243f0,VQ-BWD,BOEING,Boeing,Boeing 737NG 8LJ/W,B738,41211,,L2J,,AEROFLOT,AFL,,Aeroflot Russian Airlines,,,,,,,,,False,False,False,,
8187,0101b3,SU-NMD,AIRBUS,Airbus,A319 132,A319,1952,,L2J,,Nesma Airlines,NMA,,Nesma Airlines,,,,,,,,,False,False,False,,
8188,86ef8a,JA8986,BOEING,Boeing,767 346,B763,28838,,L2J,,J-BIRD,JAL,,Japan Airlines,,,,,,,,,False,False,False,,
8189,a66ce0,N513DA,AIRBUS,Airbus,A321-271NX,A21N,10998,,L2J,Delta Air Lines,DELTA,DAL,DL,Delta Air Lines Inc,,,2029-10-31,,,,,,False,False,False,,
8190,a9dc81,N73416,STEARMAN,Boeing,Stearman B75N1 N2S-3 Kaydet,ST75,75-6674,,L1P,,,,,Private,,,,,,,,,False,False,False,,
8191,8962bf,A6-FDT,BOEING,Boeing,Boeing 737NG 8KN/W,B738,40247,,L2J,,,FDB,,Flydubai,,,,,,,,,False,False,False,,
8192,888041,VN-A687,AIRBUS,Airbus,A321 211SL,A321,7454,,L2J,,VIETJETAIR,VJC,,Vietjetair,,,,,,,,,False,False,False,,
8193,78118d,B-1460,BOEING,Boeing,737NG 700/W,B737,61706,,L2J,,,,,Kunming Airlines,,,,,,,,,False,False,False,,
8194,470d4c,HA-FAY,BOEING,Boeing,Boeing 737 429SF,B734,25729,,L2J,,,,,Asl Airlines Hungary,,,,,,,,,False,False,False,,
8195,a3f54e,N354SW,BOEING,Boeing,737-3H4,B733,25219,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2028-02-29,,1991-01-01,,,GE CFM56 SERIES,False,False,False,,
8196,706059,9K-AOF,BOEING,Boeing,777 300ER,B77W,62564,,L2J,,KUWAITI,KAC,,Kuwait Airways,,,,,,,,,False,False,False,,
8197,ad2f24,N949FR,AIRBUS,Airbus,A319-112,A319,2857,,L2J,,FRONTIER FLIGHT,FFT,,Umb Bank N A Trustee,,,2028-12-31,,2006-01-01,,,CFM INTL CFM56-5B5/P,False,False,False,,
8198,8a01cc,PK-LGK,BOEING,Boeing,737NG 9GPER/W,B739,35728,,L2J,,LION INTER,LNI,,Lion Air,,,,,,,,,False,False,False,,
8199,a235b7,N241WN,BOEING,Boeing,737-7H4,B737,32504,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2027-10-31,,2006-01-01,,,CFM INTL CFM56-7B24,False,False,False,,
8200,a62cf6,N49733,STEARMAN,Boeing,A75N1(PT17),ST75,75-4276,,L1P,,,,,Vogt Jeffrey D,,,2030-03-31,,,,,CONT MOTOR R670-SERIES,False,False,False,,
8201,78062a,B-6659,AIRBUS,Airbus,A321 231,A321,4292,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
8202,4786dd,LN-NOT,BOEING,Boeing,Boeing 737NG 8JP/W,B738,37816,,L2J,,NOR SHUTTLE,NAX,,Norwegian,,,,,,,,,False,False,False,,
8203,abeb57,N8671D,BOEING,Boeing,737-8H4,B738,36715,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2028-12-31,,2015-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
8204,a449af,N3757D,BOEING,Boeing,737-832,B738,30813,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2028-02-29,,2001-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
8205,899117,B-18805,AIRBUS,Airbus,Airbus A340 313X,A343,415,,L4J,,DYNASTY,CAL,,China Airlines,,,,,,,,,False,False,False,,
8206,a2c417,N2779G,STEARMAN,Boeing,A75N1(PT17),ST75,75-4920,,L1P,Jet Air,JETA,JEA,,Jet Air Inc,,,2030-03-31,,1943-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
8207,780033,B-2832,BOEING,Boeing,757 2Z0PCF,B752,25887,,L2J,,,,,Sf Airlines,,,,,,,,,False,False,False,,
8208,0ac10c,FAC1202,BOEING,Boeing,767 2J6ER,B762,24157,,L2J,,,,,Colombian Air Force,,,,,,,,,False,False,False,,
8209,885963,HS-VKC,AIRBUS,Airbus,A320 214SL,A320,6878,,L2J,,THAIVIET JET,TVJ,,Thai Vietjetair,,,,,,,,,False,False,False,,
8210,89646b,A6-FGD,BOEING,Boeing,737NG 8KN/W,B738,60957,,L2J,,,FDB,,Flydubai,,,,,,,,,False,False,False,,
8211,780741,B-5590,BOEING,Boeing,737NG 85N/W,B738,39128,,L2J,,SHANDONG,CDG,,Shandong Airlines,,,,,,,,,False,False,False,,
8212,a6ee0a,N54582,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-3728,,L1P,,,,,Private,,,,,,,,,False,False,False,,
8213,86ce9b,JA802P,AIRBUS,Airbus,A320 214,A320,4936,,L2J,Peach Aviation,Air Peach,,MM,Peach Aviation,,,,,,,,,False,False,False,,
8214,a5ca89,N472WN,BOEING,Boeing,737-7H4,B737,33831,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2028-02-29,,2004-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
8215,a45582,N379CX,BOEING,Boeing,767-323,B763,25199,,L2J,,,,,Cargo Aircraft Management Inc,,,2030-04-30,,1992-01-01,,,GE CF6-80C2B6,False,False,False,,
8216,4242dc,VP-BRF,BOEING,Boeing,Boeing 737NG 8LJ/W,B738,41195,,L2J,,AEROFLOT,AFL,,Aeroflot Russian Airlines,,,,,,,,,False,False,False,,
8217,71c290,HL8290,BOEING,Boeing,737NG 7GE/W BBJ,B737,41375,,L2J,,,,,Hyundai Motor Company,,,,,,,,,False,False,False,,
8218,3c49e5,D-ABOE,BOEING,Boeing,Boeing 757 330/W,B753,29012,,L2J,,CONDOR,CFG,,Condor Flugdienst,,,,,,,,,False,False,False,,
8219,7804f9,B-7867,BOEING,Boeing,737NG 86J/W,B738,39384,,L2J,,,,,Ruili Airlines,,,,,,,,,False,False,False,,
8220,a1bf3a,N211WN,BOEING,Boeing,737-7H4,B737,34163,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2027-06-30,,2005-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
8221,ab09b4,N810DN,BOEING,Boeing,737-932ER,B739,31922,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2029-12-31,,2013-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
8222,800756,VT-IFH,AIRBUS,Airbus,A320 232SL,A320,5437,,L2J,,IFLY,IGO,,Indigo Airlines,,,,,,,,,False,False,False,,
8223,ad6116,N961NN,BOEING,Boeing,737-823,B738,31205,,L2J,American Airlines,AMERICAN,AAL,AA,Wilmington Trust Co Trustee,,,2027-11-30,,2014-01-01,,,CFM INTL CFM56-7B24E,False,False,False,,No ADS-B Emitter Category Information
8224,3965a5,F-GZNF,BOEING,Boeing,Boeing 777-328(ER),B77W,37433,,L2J,Air France,AIRFRANS,AFR,AF,Air France,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
8225,79a058,B-2287,AIRBUS,Airbus,A321 231,A321,2080,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
8226,0a0075,7T-VKE,BOEING,Boeing,737NG 8D6/W,B738,40859,,L2J,,AIR ALGERIE,DAH,,Air Algerie,,,,,,,,,False,False,False,,
8227,a3f4d7,N354NB,AIRBUS,Airbus,A319-114,A319,1833,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2029-06-30,,2002-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
8228,780e7f,B-6143,BOEING,Boeing,737NG 89P/W,B738,41476,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
8229,a6e258,N54241,BOEING,Boeing,737-824,B738,28953,,L2J,,UNITED,UAL,,United Airlines Inc,,,2028-10-31,,1999-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
8230,a18ce8,N1997A,BOEING,Boeing,767-33A,B763,27310,,L2J,,GIANT,GTI,,Andromeda Leasing Ii Llc,,,2030-03-31,,1994-01-01,,,GE CF6-80C2B6F,False,False,False,,
8231,8880c0,VN-A608,AIRBUS,Airbus,A321 231,A321,5916,,L2J,,VIET NAM AIRLINES,HVN,,Vietnam Airlines,,,,,,,,,False,False,False,,
8232,3c6655,D-AIRU,AIRBUS,Airbus,Airbus A321 131,A321,692,,L2J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,2,False,False,False,,No ADS-B Emitter Category Information
8233,4ba8cd,TC-JFM,BOEING,Boeing,737NG 8F2/W,B738,29775,,L2J,,TURKAIR,THY,,Turkish Airlines,,,,,,,,,False,False,False,,
8234,3c64f6,D-AIGV,AIRBUS,Airbus,A340 313X,A343,325,,L4J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,,False,False,False,,
8235,a61836,N492HA,BOEING,Boeing,717-200,B712,55181,,L2J,,HAWAIIAN,HAL,,Wells Fargo Trust Co Na Trustee,,,2028-01-31,,2004-01-01,,,ROLLS-ROYC BR 700 SERIES,False,False,False,,
8236,a80f56,N61836,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-2127,,L1P,,,,,Private,,,,,,,,,False,False,False,,
8237,78045f,B-6345,AIRBUS,Airbus,A321 211,A321,3471,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
8238,4b9066,TC-DCF,AIRBUS,Airbus,Airbus A320 214SL,A320,3831,,L2J,Pegasus Airlines,SUNTURK,PGT,PC,Pegasus Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
8239,4ba90b,TC-JHK,BOEING,Boeing,737NG 8F2/W,B738,40975,,L2J,,TURKAIR,THY,,Turkish Airlines,,,,,,,,,False,False,False,,
8240,888088,VN-A198,AIRBUS,Airbus,A320 232,A320,4459,,L2J,,PACIFIC AIRLINES,PIC,,Jetstar Pacific,,,,,,,,,False,False,False,,
8241,7800b2,B-2418,AIRBUS,Airbus,A321 231,A321,2530,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
8242,45ce4f,OY-SRO,BOEING,Boeing,767 25EBDSF,B762,27194,,L2J,Star Air,,,S6,Star Air,,,,,,,,,False,False,False,,
8243,add3dc,N990NN,BOEING,Boeing,737NG 823/W,B738,31241,,L2J,,AMERICAN,AAL,,American Airlines,,,,,,,,,False,False,False,,
8244,a88fdc,N65052,STEARMAN,Boeing,A75L300,ST75,75-7704,,L1P,,,,,L&l Sales Inc,,,2029-07-31,,1943-01-01,,,LYCOMING R680,False,False,False,,
8245,010153,SU-GDP,BOEING,Boeing,Boeing 777-36N(ER),B77W,38290,,L2J,,EGYPTAIR,MSR,,Egypt Air,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
8246,4a08e2,YR-BGB,BOEING,Boeing,737 38J,B733,27180,,L2J,,TAROM,ROT,,Tarom,,,,,,,,,False,False,False,,
8247,aa50a0,N764CK,BOEING,Boeing,767-3P6,B763,26234,,L2J,Kalitta Air,CONNIE,CKS,K4,Kalitta Air Llc,,,2030-01-31,,1994-01-01,,,GE CF6-80C2B6,False,False,False,,
8248,85d7c0,JA56AN,BOEING,Boeing,737NG 881/W,B738,33893,,L2J,,ALL NIPPON,ANA,,All Nippon Airways,,,,,,,,,False,False,False,,
8249,a944cb,N697AV,AIRBUS,Airbus,A321 231SL,A321,6190,,L2J,,,,,Avianca El Salvador,,,,,,,,,False,False,False,,
8250,a71980,N557AV,AIRBUS,Airbus,A319-115,A319,5057,,L2J,Avianca - Aerovías Del Continente Americano S.a.,AVIANCA,AVA,AV,Umb Bank Na Trustee,,,2030-03-31,,2012-01-01,,,CFM INTL CFM56-5B7,False,False,False,,No ADS-B Emitter Category Information
8251,aa1d2b,N75052,STEARMAN,Boeing,B75N1,ST75,75-7254,,L1P,,,,,Duplantis David L,,,2030-03-31,,1943-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
8252,781193,B-1456,BOEING,Boeing,737NG 800/W,B738,42951,,L2J,,XIAMEN AIR,CXA,,Xiamen Airlines,,,,,,,,,False,False,False,,
8253,7800bf,B-5470,BOEING,Boeing,737NG 86D/W,B738,35774,,L2J,,LIANHANG,CUA,,China United Airlines,,,,,,,,,False,False,False,,
8254,7807cd,B-6825,AIRBUS,Airbus,A321 232,A321,4949,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,
8255,0d0987,XA-EBA,AIRBUS,Airbus,A320 214,A320,2930,,L2J,Interjet,INTERJET,MTF,,Interjet,F-WWBU,2015-12-10,,,2006-01-01,,,,False,False,False,,
8256,39c498,F-HREY,AIRBUS,Airbus,A350 941,A359,325,,L2J,French Bee,,,,French Bee,,,,,,,,,False,False,False,,
8257,010109,SU-GDA,BOEING,Boeing,737NG 866/W,B738,35565,2999,L2J,Egyptair,EGYPTAIR,MSR,MS,Egypt Air,,2009-08-31,,,2009-01-01,,,,False,False,False,,
8258,a71564,N55570,STEARMAN,Boeing,A75N1(PT17),ST75,75-1563,,L1P,,,,,Johnson Lawrence F,,,2027-02-28,,1941-01-01,,,LYCOMING R680,False,False,False,,
8259,3c5ef6,D-AGWV,AIRBUS,Airbus,A319 132,A319,5467,,L2J,Eurowings,EUROWINGS,EWG,EW,Eurowings,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs)
8260,424599,VQ-BSL,AIRBUS,Airbus,Airbus A320 214SL,A320,6060,,L2J,,AEROFLOT,AFL,,Aeroflot Russian Airlines,,,,,,,,,False,False,False,,
8261,780630,B-2079,BOEING,Boeing,777 F6N,B77L,37715,,L2J,China Cargo Airlines,CARGO KING,CKK,CK,China Cargo Airlines,,,,,,,,,False,False,False,,
8262,a772dc,N57947,STEARMAN,Boeing,A75N1(PT17),ST75,75-4392,,L1P,,,,,Flakker Michael E,,,2028-08-31,,1942-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
8263,4d0109,LX-TCV,BOEING,Boeing,Boeing 747-4R7(F),B744,30401,,L4J,Cargolux Italia,CARGO MED,ICV,C8,Cargolux Italia,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
8264,a94bfc,N69885,BOEING,Boeing,737-924ER,B739,42189,,L2J,,UNITED,UAL,,United Airlines Inc,,,2028-07-31,,2015-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
8265,a92dfc,N69063,BOEING,Boeing,767-424ER,B764,29458,,L2J,,UNITED,UAL,,United Airlines Inc,,,2030-01-31,,2002-01-01,,,GE CF6-80 SERIES,False,False,False,,
8266,738076,4X-ECF,BOEING,Boeing,777 258ER,B772,36084,,L2J,,ELAL,ELY,,El Al,,,,,,,,,False,False,False,,
8267,a5035d,N422DE,STEARMAN,Boeing,A75N1,ST75,75-3113,,L1P,,,,,Cibolo Creek Aviation Llc,,,2029-12-31,,1942-01-01,,,CONT MOTOR W670-6N,False,False,False,,
8268,7803e8,B-6172,AIRBUS,Airbus,A319 115,A319,3186,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
8269,e48004,PR-GTM,BOEING,Boeing,737NG 8EH/W,B738,34963,,L2J,,GOL TRANSPORTE,GLO,,Gol Airlines,,,,,,,,,False,False,False,,
